69,1.00E-10,1.00E-08,1.00E-06,0.5162,0.5197,10,0,1.88,0.00066,0.00660938532716457,0.00105132437245505
69,1.00E-10,1.00E-06,1.00E-06,0.5498,0.5,10,0,1.88,0.00066,0.00660938532716457,0.0105150620494942
69,1.00E-10,1.00E-05,1.00E-06,0.5892,0.5,10,0,1.88,0.00066,0.00660938532716457,0.0332657485390973
69,1.00E-10,0.0001,1.00E-06,0.5654,0.4934,10,0,1.88,0.00066,0.00660938532716457,0.105349007123795
69,1.00E-10,0.001,1.00E-06,0.6339,0.6184,10,0,1.88,0.00066,0.00660938532716457,0.335043268120946
69,1.00E-10,0.005,1.00E-06,0.5887,0.5066,10,0,1.88,0.00066,0.00660938532716457,0.760073687522357
69,1.00E-10,0.01,1.00E-06,0.7104,0.5724,10,0,1.88,0.00132,0.00727032385988103,1.09035128876783
69,1.00E-10,0.05,1.00E-06,0.7089,0.5329,10,0,1.88,0.00066,0.00793126239259749,2.66687757736705
69,1.00E-10,1,1.00E-06,0.6886,0.625,10,0,1.88,0.00132,0.0138797091870456,66.5620422318571
69,1.00E-10,1.00E-08,1.00E-06,0.492,0.4539,11,0,1.88,0.00066,0.00660938532716457,0.00105132437245505
69,1.00E-10,1.00E-06,1.00E-06,0.5875,0.5263,11,0,1.88,0.00066,0.00660938532716457,0.0105150620494942
69,1.00E-10,1.00E-05,1.00E-06,0.4082,0.4013,11,0,1.88,0.00066,0.00660938532716457,0.0332657485390973
69,1.00E-10,0.0001,1.00E-06,0.5236,0.4868,11,0,1.88,0.00066,0.00660938532716457,0.105349007123795
69,1.00E-10,0.001,1.00E-06,0.5593,0.5329,11,0,1.88,0.00066,0.00660938532716457,0.335043268120946
69,1.00E-10,0.005,1.00E-06,0.6775,0.625,11,0,1.88,0.00066,0.00660938532716457,0.760073687522357
69,1.00E-10,0.01,1.00E-06,0.7166,0.5724,11,0,1.88,0.00066,0.00660938532716457,1.09035128876783
69,1.00E-10,0.05,1.00E-06,0.7048,0.5592,11,0,1.88,0.00066,0.00660938532716457,2.66687757736705
69,1.00E-10,1,1.00E-06,0.74,0.6053,11,0,1.88,0.00264,0.015862524785195,66.5620422318571
69,1.00E-10,1.00E-08,1.00E-06,0.4826,0.4539,12,0,1.88,0.00066,0.00660938532716457,0.00105132437245505
69,1.00E-10,1.00E-06,1.00E-06,0.4845,0.4737,12,0,1.88,0.00066,0.00594844679444812,0.0105150620494942
69,1.00E-10,1.00E-05,1.00E-06,0.4901,0.4803,12,0,1.88,0.00066,0.00660938532716457,0.0332657485390973
69,1.00E-10,0.0001,1.00E-06,0.4894,0.5,12,0,1.88,0.00066,0.00660938532716457,0.105349007123795
69,1.00E-10,0.001,1.00E-06,0.6291,0.5395,12,0,1.88,0.00066,0.00660938532716457,0.335043268120946
69,1.00E-10,0.005,1.00E-06,0.6436,0.5658,12,0,1.88,0.00066,0.00660938532716457,0.760073687522357
69,1.00E-10,0.01,1.00E-06,0.6373,0.5329,12,0,1.88,0.00066,0.00727032385988103,1.09035128876783
69,1.00E-10,0.05,1.00E-06,0.6908,0.6053,12,0,1.88,0.00066,0.00727032385988103,2.66687757736705
69,1.00E-10,1,1.00E-06,0.6961,0.5789,12,0,1.88,0.00264,0.0152015862524785,66.5620422318571
69,1.00E-10,1.00E-08,1.00E-06,0.5733,0.4934,13,0,1.88,0.00066,0.00660938532716457,0.00105132437245505
69,1.00E-10,1.00E-06,1.00E-06,0.527,0.4605,13,0,1.88,0.00066,0.00660938532716457,0.0105150620494942
69,1.00E-10,1.00E-05,1.00E-06,0.5179,0.5,13,0,1.88,0.00066,0.00660938532716457,0.0332657485390973
69,1.00E-10,0.0001,1.00E-06,0.4592,0.4868,13,0,1.88,0.00066,0.00660938532716457,0.105349007123795
69,1.00E-10,0.001,1.00E-06,0.5215,0.4803,13,0,1.88,0.00066,0.00660938532716457,0.335043268120946
69,1.00E-10,0.005,1.00E-06,0.69,0.5855,13,0,1.88,0.00066,0.00660938532716457,0.760073687522357
69,1.00E-10,0.01,1.00E-06,0.6544,0.5592,13,0,1.88,0.00066,0.00727032385988103,1.09035128876783
69,1.00E-10,0.05,1.00E-06,0.6764,0.5461,13,0,1.88,0.00066,0.00727032385988103,2.66687757736705
69,1.00E-10,1,1.00E-06,0.7087,0.6184,13,0,1.88,0.00132,0.015862524785195,66.5620422318571
69,1.00E-10,1.00E-08,1.00E-06,0.5314,0.5329,14,0,1.88,0.00066,0.00660938532716457,0.00105132437245505
69,1.00E-10,1.00E-06,1.00E-06,0.3947,0.4145,14,0,1.88,0.00066,0.00660938532716457,0.0105150620494942
69,1.00E-10,1.00E-05,1.00E-06,0.5642,0.5329,14,0,1.88,0.00066,0.00660938532716457,0.0332657485390973
69,1.00E-10,0.0001,1.00E-06,0.5562,0.4737,14,0,1.88,0.00066,0.00660938532716457,0.105349007123795
69,1.00E-10,0.001,1.00E-06,0.5995,0.5724,14,0,1.88,0.00066,0.00660938532716457,0.335043268120946
69,1.00E-10,0.005,1.00E-06,0.7024,0.5987,14,0,1.88,0.00066,0.00660938532716457,0.760073687522357
69,1.00E-10,0.01,1.00E-06,0.6693,0.5724,14,0,1.88,0.00066,0.00660938532716457,1.09035128876783
69,1.00E-10,0.05,1.00E-06,0.6538,0.5789,14,0,1.88,0.00066,0.00727032385988103,2.66687757736705
69,1.00E-10,1,1.00E-06,0.6425,0.5461,14,0,1.88,0.00198,0.0138797091870456,66.5620422318571
69,1.00E-10,inf,1.00E-06,0.7214,0.6447,10,0,1.88,0.43622,0.980171844018506,inf
69,1.00E-10,inf,1.00E-06,0.7018,0.6447,11,0,1.88,0.43622,0.980171844018506,inf
69,1.00E-10,inf,1.00E-06,0.7214,0.6447,12,0,1.88,0.43622,0.980171844018506,inf
