69,1e-10,1e-05,0.0001,0.5100,0.9684,0
69,1e-10,0.05,0.0001,0.5320,0.9684,0
69,1e-10,0.1,0.0001,0.5319,0.9684,0
69,1e-10,0.2,0.0001,0.4774,0.9684,0
69,1e-10,0.3,0.0001,0.5042,0.9684,0
69,1e-10,0.5,0.0001,0.5097,0.9684,0
69,1e-10,0.7,0.0001,0.5079,0.9684,0
69,1e-10,1.0,0.0001,0.6077,0.9684,0
69,1e-10,1.5,0.0001,0.6058,0.9684,0
69,1e-10,2.0,0.0001,0.5731,0.9684,0
69,1e-10,3.0,0.0001,0.6303,0.9684,0
69,1e-10,4.0,0.0001,0.6250,0.9684,0
69,1e-10,5.0,0.0001,0.6655,0.9684,0
69,1e-10,7.0,0.0001,0.7148,0.9684,0
69,1e-10,10.0,0.0001,0.6840,0.9684,0
69,1e-10,15.0,0.0001,0.7137,0.9684,0
69,1e-10,20.0,0.0001,0.6972,0.9684,0
69,1e-10,30.0,0.0001,0.7228,0.9684,0
69,1e-10,40.0,0.0001,0.7180,0.9684,0
69,1e-10,50.0,0.0001,0.7409,0.9684,0
69,1e-10,60.0,0.0001,0.7130,0.9684,0
69,1e-10,70.0,0.0001,0.7217,0.9684,0
69,1e-10,80.0,0.0001,0.7286,0.9684,0
69,1e-10,90.0,0.0001,0.7364,0.9684,0
69,1e-10,100.0,0.0001,0.7163,0.9684,0
69,1e-10,1e-05,0.0001,0.5464,0.9684,1
69,1e-10,0.05,0.0001,0.5171,0.9684,1
69,1e-10,0.1,0.0001,0.4880,0.9684,1
69,1e-10,0.2,0.0001,0.5414,0.9684,1
69,1e-10,0.3,0.0001,0.5293,0.9684,1
69,1e-10,0.5,0.0001,0.5234,0.9684,1
69,1e-10,0.7,0.0001,0.5599,0.9684,1
69,1e-10,1.0,0.0001,0.6104,0.9684,1
69,1e-10,1.5,0.0001,0.5882,0.9684,1
69,1e-10,2.0,0.0001,0.5719,0.9684,1
69,1e-10,3.0,0.0001,0.6027,0.9684,1
69,1e-10,4.0,0.0001,0.6328,0.9684,1
69,1e-10,5.0,0.0001,0.6896,0.9684,1
