69,1e-10,80.0,0.0001,0.7310,0.9684,3
69,1e-10,90.0,0.0001,0.7314,0.9684,3
69,1e-10,100.0,0.0001,0.7095,0.9684,3
69,1e-10,1e-05,0.0001,0.5023,0.9684,4
69,1e-10,0.05,0.0001,0.5145,0.9684,4
69,1e-10,0.1,0.0001,0.5563,0.9684,4
69,1e-10,0.2,0.0001,0.4986,0.9684,4
69,1e-10,0.3,0.0001,0.4942,0.9684,4
69,1e-10,0.5,0.0001,0.5022,0.9684,4
69,1e-10,0.7,0.0001,0.5509,0.9684,4
69,1e-10,1.0,0.0001,0.5575,0.9684,4
69,1e-10,1.5,0.0001,0.5586,0.9684,4
69,1e-10,2.0,0.0001,0.5950,0.9684,4
69,1e-10,3.0,0.0001,0.6121,0.9684,4
69,1e-10,4.0,0.0001,0.6351,0.9684,4
69,1e-10,5.0,0.0001,0.7016,0.9684,4
69,1e-10,7.0,0.0001,0.6956,0.9684,4
69,1e-10,10.0,0.0001,0.7048,0.9684,4
69,1e-10,15.0,0.0001,0.7144,0.9684,4
69,1e-10,20.0,0.0001,0.7289,0.9684,4
69,1e-10,30.0,0.0001,0.7051,0.9684,4
69,1e-10,40.0,0.0001,0.7097,0.9684,4
69,1e-10,50.0,0.0001,0.7186,0.9684,4
69,1e-10,60.0,0.0001,0.6936,0.9684,4
69,1e-10,70.0,0.0001,0.7145,0.9684,4
69,1e-10,80.0,0.0001,0.7278,0.9684,4
69,1e-10,90.0,0.0001,0.7078,0.9684,4
69,1e-10,100.0,0.0001,0.6948,0.9684,4
69,1e-10,1e-05,0.0001,0.5215,0.9684,5
69,1e-10,0.05,0.0001,0.5472,0.9684,5
69,1e-10,0.1,0.0001,0.5312,0.9684,5
69,1e-10,0.2,0.0001,0.5253,0.9684,5
69,1e-10,0.3,0.0001,0.5103,0.9684,5
69,1e-10,0.5,0.0001,0.5443,0.9684,5
69,1e-10,0.7,0.0001,0.5636,0.9684,5
69,1e-10,1.0,0.0001,0.6041,0.9684,5
69,1e-10,1.5,0.0001,0.5868,0.9684,5
69,1e-10,2.0,0.0001,0.5510,0.9684,5
69,1e-10,3.0,0.0001,0.6717,0.9684,5
69,1e-10,4.0,0.0001,0.6308,0.9684,5
69,1e-10,5.0,0.0001,0.6695,0.9684,5
69,1e-10,7.0,0.0001,0.6831,0.9684,5
69,1e-10,10.0,0.0001,0.7231,0.9684,5
69,1e-10,15.0,0.0001,0.7186,0.9684,5
69,1e-10,20.0,0.0001,0.7225,0.9684,5
69,1e-10,30.0,0.0001,0.7203,0.9684,5
69,1e-10,40.0,0.0001,0.7169,0.9684,5
69,1e-10,50.0,0.0001,0.6983,0.9684,5
69,1e-10,60.0,0.0001,0.7296,0.9684,5
69,1e-10,70.0,0.0001,0.7173,0.9684,5
69,1e-10,80.0,0.0001,0.7149,0.9684,5
69,1e-10,90.0,0.0001,0.7272,0.9684,5
69,1e-10,100.0,0.0001,0.7161,0.9684,5
